"accountId","productId","interactionYearMonth","Actual_Segment","Potential_Segment","AP_9_segment_label","AP_priority_segment","accountUid"
36255,1016,202305,"low","medium","low_medium","D","0015f00000Uf3x8AAB"
36258,1016,202305,"low","high","low_high","C","0015f00000Uf44TAAR"
36273,1016,202305,"high","low","high_low","C","0015f00000Uf6DxAAJ"
36278,1016,202305,"low","medium","low_medium","D","0015f00000Uf6rCAAR"
36345,1016,202305,"low","medium","low_medium","D","0015f00000UfGjcAAF"
36438,1016,202305,"low","medium","low_medium","D","0015f00000UfQBCAA3"
36453,1016,202305,"low","low","low_low","E","0015f00000UfS2WAAV"
36530,1016,202305,"low","medium","low_medium","D","0015f00000UfbilAAB"
36567,1016,202305,"low","high","low_high","C","0015f00000UfgfAAAR"
36585,1016,202305,"high","low","high_low","C","0015f00000UfiGgAAJ"
36606,1016,202305,"low","medium","low_medium","D","0015f00000UflT3AAJ"
36620,1016,202305,"low","medium","low_medium","D","0015f00000UfnHiAAJ"
36641,1016,202305,"low","high","low_high","C","0015f00000Ufq9vAAB"
36807,1016,202305,"low","low","low_low","E","0015f00000UgC03AAF"
36816,1016,202305,"low","medium","low_medium","D","0015f00000UgD0jAAF"
36865,1016,202305,"low","low","low_low","E","0015f00000UgIRBAA3"
